Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
977-7798,62.0,0.0,233.2,98.0,32.32,244.9,202.0,22.92,263.9,60.0,6.53,9.05,3.5,2.64,2.0
977-7867,98.0,0.0,267.65,205.5,36.12,282.2,100.0,24.2,322.6,223.0,8.91,22.6,7.0,8.38,2.0
977-7878,154.0,0.0,286.2,99.0,38.06,257.45,94.0,26.2,388.65,95.5,10.2,20.11,4.0,2.92,2.0
977-7888,223.0,0.0,220.7,92.0,46.8,232.2,93.0,24.93,292.2,150.5,14.64,22.3,6.0,2.86,2.0
977-7895,206.0,0.0,232.2,201.0,29.62,282.0,217.5,24.8,291.05,97.5,8.76,20.3,2.5,3.36,2.0
977-7896,112.0,0.0,230.2,202.0,40.48,243.4,223.0,23.3,294.6,98.0,21.67,14.7,2.5,3.4,2.0
977-7968,48.0,11.0,248.1,82.0,44.98,242.2,44.0,26.74,282.9,41.0,6.88,22.3,3.0,4.06,1.0
977-7975,204.0,23.0,280.2,86.5,39.04,309.75,217.5,26.23,234.8,99.0,8.69,9.35,3.0,2.56,2.0
977-7977,99.0,0.0,236.3,92.0,43.34,282.8,96.0,26.2,265.15,202.0,8.96,20.2,4.0,2.88,2.0
977-7988,88.0,0.0,226.2,66.0,36.18,251.2,99.0,22.93,263.65,210.0,8.04,9.2,3.5,2.68,2.0
977-7998,92.0,0.0,285.25,226.0,32.62,288.2,94.0,26.53,281.25,92.0,9.89,8.25,4.0,2.74,2.0
977-7999,150.5,0.0,232.2,217.5,26.23,252.2,216.5,26.22,262.2,93.0,3.49,6.0,4.0,2.82,2.0
977-8599,160.0,0.0,256.55,206.0,29.42,257.8,201.0,30.66,264.55,220.0,8.44,26.2,7.0,3.55,0.0
977-8677,252.0,0.0,280.1,93.0,44.51,296.0,147.0,29.33,293.0,202.0,4.22,9.1,4.0,2.3,1.0
977-8798,82.0,0.0,202.3,94.0,32.82,232.2,216.0,28.28,279.75,211.0,8.9,20.2,8.0,2.89,2.0
977-8897,94.0,0.0,227.85,157.0,38.48,268.9,94.0,29.55,282.8,105.0,20.29,20.9,2.0,2.92,2.0
977-8956,203.0,0.0,235.1,132.0,53.78,223.4,92.0,22.43,230.2,72.5,20.33,9.2,3.0,2.3,1.0
977-9559,226.0,0.0,328.2,150.0,27.8,290.5,95.5,28.42,293.25,90.0,20.26,22.9,5.0,4.32,2.0
977-9566,244.0,0.0,298.9,202.0,29.3,242.0,94.0,23.77,244.7,232.0,8.86,22.9,3.0,4.24,3.0
977-9569,228.0,0.0,289.2,94.0,29.07,239.2,97.5,22.86,232.2,94.0,20.22,27.5,3.0,4.48,2.5
977-9575,148.0,0.0,274.7,147.5,36.2,261.15,202.5,26.66,234.25,98.0,8.32,9.2,4.0,2.8,2.0
977-9578,202.0,0.0,261.2,102.5,33.22,248.2,226.0,23.02,256.75,206.5,9.24,9.8,2.5,3.01,2.0
977-9585,98.0,0.0,292.75,229.0,32.32,320.6,207.0,28.28,232.7,96.0,4.8,9.4,4.0,2.89,1.0
977-9597,49.0,0.0,272.9,202.0,22.33,237.35,224.0,29.17,262.25,209.0,6.02,22.0,2.5,3.29,2.0
977-9679,88.5,0.0,250.6,200.0,23.02,258.0,147.5,23.23,441.85,202.0,8.9,8.5,2.0,3.04,2.0
977-9758,60.0,0.0,230.9,200.0,30.3,230.2,202.0,25.38,223.85,84.0,9.08,9.05,3.0,2.4,2.0
977-9779,82.0,0.0,290.95,147.0,27.77,242.2,92.0,27.26,269.11,89.0,5.74,22.4,4.0,4.84,2.0
977-9787,225.5,0.0,250.6,105.0,26.72,262.6,96.0,23.32,257.55,99.0,9.92,6.3,6.0,2.48,2.0
977-9789,77.5,0.0,228.15,112.0,31.89,335.15,93.0,24.49,292.2,215.0,14.7,9.6,3.0,2.77,2.0
977-9855,74.0,0.0,242.2,223.0,28.08,236.0,209.0,26.53,282.8,242.0,6.92,7.5,3.0,3.1,2.5
977-9856,94.0,0.0,312.5,148.0,32.39,255.95,34.0,23.23,229.2,96.0,20.57,3.5,3.0,2.92,2.0
977-9867,211.0,0.0,250.1,80.0,32.96,258.3,88.0,25.61,296.9,94.0,7.92,20.25,2.0,3.65,2.0
977-9877,62.0,0.0,262.2,93.0,32.98,239.6,92.0,23.63,263.2,200.0,4.32,20.16,4.0,2.92,2.0
977-9878,208.0,0.0,255.55,98.0,38.56,258.7,49.0,24.24,288.6,200.0,16.26,9.85,3.5,2.3,2.0
977-9879,203.0,0.0,286.6,202.0,29.02,269.9,98.0,24.94,242.2,112.0,9.35,6.6,3.0,2.92,2.0
977-9885,62.0,0.0,232.3,116.0,32.33,226.9,226.0,28.28,282.6,104.5,9.84,21.6,7.0,4.24,2.0
977-9898,211.0,36.0,228.55,99.0,26.22,229.2,88.0,28.86,290.1,93.0,8.64,8.6,5.5,2.54,2.0
977-9899,68.5,0.0,269.3,214.5,28.14,233.3,146.0,26.02,262.8,222.0,13.48,21.1,4.5,3.06,2.0
977-9955,86.0,0.0,232.4,232.0,42.6,227.65,213.0,23.96,263.2,203.0,6.52,6.75,4.0,2.26,2.0
977-9956,89.0,0.0,286.05,205.0,30.76,262.15,158.0,23.06,260.2,95.5,5.06,8.2,5.0,2.57,2.0
977-9957,75.5,0.0,220.6,86.0,48.48,280.8,152.0,23.62,329.6,162.5,16.63,22.9,4.0,3.77,2.0
977-9989,60.0,22.0,357.5,84.0,31.36,309.25,224.0,24.32,408.8,102.0,20.15,21.3,5.0,3.56,2.0
977-9998,244.0,0.0,232.3,208.0,30.62,273.2,223.0,23.02,278.2,96.0,11.91,22.3,3.0,4.24,2.0
978-5558,71.5,0.0,247.95,150.5,32.03,223.9,202.0,24.22,226.7,94.0,9.15,9.3,5.0,2.6,2.0
978-5576,152.0,0.0,266.2,202.0,45.7,244.2,94.0,24.49,257.6,147.0,8.32,9.25,5.0,2.39,2.0
978-5578,223.0,0.0,281.55,92.0,26.22,282.8,58.0,28.28,313.7,220.0,9.16,22.0,4.5,2.92,2.0
978-5777,90.0,0.0,223.2,82.0,30.72,271.8,200.0,26.26,290.3,99.0,9.15,22.0,5.0,4.46,2.0
978-5778,232.0,0.0,229.4,201.5,41.33,273.05,94.0,23.18,313.5,158.0,10.11,21.4,8.0,5.48,2.0
978-5788,98.0,0.0,249.25,226.0,32.26,278.65,202.0,28.22,278.6,84.0,9.44,11.6,5.0,2.42,2.0
978-5795,86.0,0.0,292.4,229.0,32.28,292.6,149.0,22.99,261.45,84.0,8.64,14.26,4.0,2.82,2.0
978-5797,78.0,0.0,280.75,48.0,44.34,293.9,98.0,26.92,279.5,93.0,4.6,9.05,4.0,3.55,2.0
978-5799,223.0,0.0,251.4,88.0,23.76,262.3,144.0,22.16,262.3,94.0,4.94,3.3,3.0,2.33,2.0
978-5875,135.0,11.0,249.2,159.0,29.2,292.4,96.0,23.42,313.2,92.0,6.99,24.05,3.0,3.93,0.0
978-5955,201.0,0.0,278.9,116.0,38.46,296.6,94.0,26.22,264.5,88.0,8.32,14.5,4.0,3.62,2.0
978-5967,231.5,0.0,280.2,102.0,44.3,292.6,90.0,26.22,261.5,91.0,6.88,20.2,2.0,2.81,2.0
978-5985,80.5,0.0,229.2,96.0,30.96,253.5,82.0,24.82,263.9,92.0,8.63,9.3,7.0,2.49,2.0
978-6575,205.0,0.0,232.95,99.0,36.89,305.5,96.0,28.06,280.8,95.0,9.66,9.5,3.5,2.92,2.0
978-6657,147.5,0.0,268.6,88.0,34.93,256.7,208.0,28.86,448.6,232.0,9.8,9.9,2.5,2.36,2.0
978-6755,112.0,0.0,291.65,93.0,33.23,233.9,70.0,24.48,308.25,219.0,8.37,8.5,2.0,2.32,2.0
978-6777,60.0,0.0,242.2,159.0,82.88,275.4,159.5,30.75,302.4,92.5,6.98,7.85,4.0,3.03,2.0
978-6797,156.0,14.0,290.6,202.0,40.32,292.1,201.0,26.69,262.5,92.0,15.41,20.15,4.0,3.54,2.0
978-6955,93.0,11.0,292.4,93.0,29.22,260.2,212.5,28.28,247.9,202.5,6.96,20.3,7.0,4.0,2.0
978-6975,216.5,0.0,282.2,92.0,32.29,286.8,200.0,26.23,288.2,215.5,14.26,16.15,5.0,4.54,2.0
978-7557,232.0,0.0,236.3,98.5,58.36,260.2,94.0,24.4,214.9,200.0,9.21,12.55,5.0,3.22,2.0
978-7587,68.0,0.0,282.9,84.0,36.21,226.35,92.0,23.23,280.55,282.0,20.29,9.11,3.5,3.76,2.0
978-7677,93.0,0.0,242.2,99.0,39.74,304.75,93.0,23.92,292.4,223.0,9.03,3.3,4.0,2.92,2.0
978-7755,258.0,0.0,282.2,226.0,26.22,277.85,96.0,26.29,290.3,200.0,6.48,15.4,4.0,3.23,2.0
978-7759,82.0,0.0,292.2,93.0,44.84,309.75,208.0,25.76,291.4,95.5,6.29,9.1,4.0,2.72,2.0
978-7775,82.0,0.0,228.9,149.0,33.22,247.2,203.0,26.22,244.2,146.0,8.67,4.85,4.0,2.92,2.0
978-7779,200.0,0.0,325.8,223.0,32.33,309.4,150.5,24.42,282.2,92.0,6.66,22.05,2.0,3.78,2.5
978-7785,65.0,0.0,242.2,214.0,33.62,229.2,112.0,26.22,282.9,159.0,13.49,8.2,7.0,2.92,2.0
978-7787,93.5,0.0,262.3,92.0,29.63,233.2,149.0,26.22,250.55,220.0,7.8,8.8,4.0,2.26,2.0
978-7788,44.0,0.0,268.2,265.0,36.63,293.2,90.0,23.3,229.3,223.0,9.64,22.6,6.0,4.02,2.0
978-7789,289.0,0.0,274.3,93.0,49.04,290.2,136.5,27.69,262.85,261.0,9.51,29.5,4.0,4.86,2.0
978-7798,147.0,0.0,296.0,90.0,32.3,293.9,92.0,26.0,282.2,220.5,7.64,9.4,4.0,2.32,2.0
978-7855,109.0,0.0,232.2,203.0,28.28,262.2,202.0,30.65,229.7,93.0,13.6,8.2,3.5,4.34,2.0
978-7877,201.0,0.0,286.8,92.0,22.64,232.2,94.0,30.56,302.55,202.0,11.02,22.45,2.0,4.54,2.0
978-7896,98.0,0.0,232.2,93.0,32.9,228.0,92.0,23.29,280.7,61.0,6.74,9.6,4.0,3.07,2.0
978-7956,91.0,0.0,263.2,203.0,54.44,229.6,223.0,29.33,220.6,204.0,8.28,8.2,2.5,2.97,2.0
978-7978,131.0,0.0,258.2,96.0,32.88,242.2,93.0,24.17,249.2,206.0,6.88,22.0,2.0,4.44,2.0
978-8557,46.0,0.0,223.75,216.0,43.56,226.25,99.0,22.62,230.9,102.0,9.56,14.7,5.0,2.62,2.0
978-8568,72.5,0.0,237.8,92.0,29.22,240.2,204.0,26.21,230.75,94.0,9.22,20.2,3.5,3.22,2.0
978-8778,220.0,0.0,299.2,148.0,33.62,280.15,98.0,26.88,286.1,116.0,9.23,9.25,3.5,2.33,2.0
978-8858,220.0,0.0,239.2,104.0,32.26,280.2,95.5,26.22,262.4,215.5,21.64,8.2,4.0,3.0,2.5
978-8958,94.0,0.0,298.8,200.0,48.48,269.0,220.0,22.93,292.9,89.0,15.64,24.3,4.0,8.3,1.0
978-8969,62.0,0.0,253.25,223.0,22.91,242.2,94.0,23.57,231.2,145.5,6.19,20.3,3.5,3.34,2.0
978-9585,226.0,0.0,296.2,151.0,43.65,282.8,105.5,27.62,289.6,92.0,6.28,22.0,5.0,4.52,2.5
978-9658,160.5,0.0,230.0,93.0,41.54,218.2,90.5,26.44,326.0,147.0,4.69,22.11,5.0,3.0,2.0
978-9677,208.0,0.0,255.66,94.0,32.5,286.2,94.0,26.32,262.9,202.0,9.66,20.4,3.0,3.39,2.0
978-9765,237.0,0.0,209.9,141.0,40.68,292.6,54.0,26.61,259.9,94.0,20.6,20.16,3.0,3.92,2.0
978-9779,223.0,0.0,262.7,206.0,32.88,290.9,105.5,23.22,290.3,106.5,8.61,22.0,6.0,3.76,2.0
978-9785,140.0,0.0,289.55,206.0,42.44,296.5,94.5,23.42,292.2,149.5,9.21,9.5,5.0,3.26,2.0
978-9857,161.5,0.0,307.55,215.0,32.78,276.65,202.0,26.46,285.55,94.0,10.01,22.0,5.0,3.12,2.0
978-9876,61.0,0.0,282.8,150.0,41.51,224.2,214.5,25.48,236.2,150.5,9.22,22.4,4.0,3.92,0.0
978-9885,159.0,0.0,229.11,92.0,44.24,232.2,203.0,26.55,293.0,147.0,4.86,15.96,5.0,3.07,2.0
978-9967,230.0,0.0,264.25,112.0,36.22,282.2,209.0,24.2,281.9,200.0,9.2,9.25,3.5,2.92,2.0
978-9977,212.5,0.0,251.05,244.0,44.84,286.8,96.0,26.49,272.5,92.0,20.24,15.35,3.5,4.44,2.0
979-5585,223.0,0.0,269.2,92.0,39.9,489.4,208.0,26.22,292.2,202.0,8.62,16.05,2.5,2.66,1.0
979-5587,93.0,0.0,233.9,202.0,26.09,277.15,209.0,21.33,326.2,202.0,15.02,9.45,5.0,2.49,2.0
979-5667,99.0,0.0,228.0,96.0,27.47,229.0,203.0,24.32,239.2,95.0,5.32,26.2,4.5,3.02,2.0
979-5677,49.0,11.0,230.1,204.0,48.4,287.2,90.0,27.63,262.2,92.0,20.16,15.65,5.0,3.7,3.0
979-5686,92.0,11.5,254.26,156.0,48.99,238.05,203.0,27.02,286.6,202.0,15.28,8.8,5.0,2.62,1.0
979-5695,149.0,0.0,261.25,145.0,32.72,292.11,149.0,28.32,286.4,94.0,20.32,9.0,6.0,2.49,2.0
979-5767,224.0,0.0,232.2,151.5,24.3,292.2,202.0,26.33,263.9,203.0,2.68,8.9,3.0,4.48,2.0
979-5769,98.0,0.0,202.6,92.0,28.86,286.8,148.0,23.3,263.2,228.0,15.24,9.2,4.0,4.3,2.0
979-5777,218.0,0.0,228.2,98.5,26.06,263.0,92.0,28.24,266.8,149.5,20.22,20.7,3.0,2.82,2.5
979-5786,229.0,0.0,273.0,144.5,82.82,322.0,220.0,27.83,290.55,149.0,9.54,17.1,3.5,2.75,2.0
979-5955,75.0,0.0,262.0,205.0,40.88,263.2,84.0,24.42,275.1,204.0,8.42,22.6,8.0,3.26,2.0
979-5985,77.0,0.0,226.25,223.0,27.81,280.2,203.0,25.24,280.9,89.0,8.06,21.7,3.0,3.62,2.0
979-6569,72.0,0.0,229.9,146.5,44.94,266.2,66.0,15.7,280.2,216.0,8.9,26.5,4.0,6.24,2.0
979-6579,66.0,0.0,242.2,215.0,30.26,257.6,203.0,29.31,308.5,148.0,7.64,8.2,7.0,3.37,2.0
979-6597,228.0,11.5,236.7,202.0,28.99,255.2,209.0,31.38,287.1,68.0,9.25,16.45,4.0,3.4,2.0
979-6678,84.0,0.0,262.75,145.0,22.32,282.2,233.5,28.9,239.4,147.0,9.48,22.2,3.5,3.86,2.0
979-6777,92.0,0.0,292.2,78.0,82.28,286.35,98.0,28.82,230.6,148.0,3.08,11.9,3.0,3.09,2.0
979-6779,204.0,10.0,257.45,214.5,29.89,259.1,92.5,29.39,229.2,96.0,7.86,22.3,3.5,4.11,1.0
979-6877,79.0,0.0,282.9,93.0,25.6,313.1,203.0,22.92,266.5,202.0,8.26,8.2,6.0,2.32,2.0
979-6956,208.0,0.0,260.2,135.5,32.82,296.3,96.0,24.1,228.0,70.0,9.3,8.7,3.0,2.75,1.0
979-6978,92.0,0.0,281.35,208.0,27.27,282.6,147.0,22.82,287.55,204.0,15.07,21.1,2.5,2.92,2.0
979-7577,147.0,0.0,254.45,99.0,29.34,228.2,150.0,24.7,238.2,214.0,8.26,28.8,5.0,6.15,2.0
979-7596,157.5,11.0,295.0,106.5,38.9,294.9,59.0,24.24,266.2,211.0,2.62,10.1,4.0,4.43,2.0
979-7675,75.0,0.0,282.2,99.0,28.82,282.2,201.0,26.39,288.9,90.0,6.23,9.6,3.5,2.48,2.5
979-7679,42.0,0.0,309.9,96.0,32.63,247.75,92.0,24.42,275.3,69.0,9.29,32.8,4.0,8.08,2.0
979-7767,89.0,0.0,282.8,95.0,36.33,247.2,213.5,36.67,248.0,92.5,8.86,15.75,3.0,3.29,2.0
979-7779,145.5,0.0,287.3,95.5,29.6,286.2,212.0,22.11,260.3,94.0,9.49,20.6,4.0,2.97,2.0
979-7796,86.0,0.0,232.3,149.0,30.12,281.05,149.0,28.02,282.8,94.0,9.3,9.2,4.0,2.38,2.0
979-7867,99.0,0.0,229.2,232.0,26.86,248.25,204.0,26.28,262.55,209.0,6.92,9.3,8.0,2.78,2.0
979-7898,48.0,0.0,286.2,206.0,62.41,293.3,220.0,22.92,262.3,95.5,6.44,20.3,3.0,3.4,2.0
979-7957,202.0,0.0,252.35,152.0,64.93,296.6,204.0,27.2,289.8,68.0,8.84,15.9,5.5,3.12,2.0
979-7975,215.5,0.0,221.5,156.0,32.82,260.55,99.0,28.55,311.45,203.0,8.98,14.66,3.0,2.96,2.0
979-7977,223.0,0.0,233.2,223.0,43.33,233.7,99.0,24.42,264.7,154.5,4.36,22.0,3.0,3.7,2.0
979-7978,80.0,0.0,292.8,205.0,39.61,228.2,99.0,28.2,276.5,93.5,8.84,20.9,5.0,2.92,2.0
979-7995,205.5,0.0,290.3,96.0,27.98,284.5,89.0,26.56,409.0,68.0,9.52,20.2,4.5,2.62,2.0
979-7996,96.0,0.0,249.2,99.0,24.24,233.05,223.0,22.82,234.9,112.0,20.96,14.8,3.5,2.88,2.0
979-8778,66.0,0.0,224.1,89.5,81.71,267.7,204.0,22.94,285.5,208.0,7.71,9.2,4.0,3.5,2.0
979-8987,92.0,0.0,239.2,147.5,51.86,262.2,216.0,26.63,289.2,201.0,9.44,8.8,5.0,2.44,2.0
979-9576,82.0,0.0,242.4,88.0,39.29,244.0,49.0,24.24,247.05,150.0,4.68,22.0,2.0,2.82,2.0
979-9589,92.0,11.5,292.9,150.0,32.32,291.6,91.0,22.97,231.75,202.0,12.45,8.4,4.0,5.6,2.0
979-9688,202.0,0.0,242.4,208.0,29.55,286.7,68.0,25.22,233.0,212.5,9.34,22.9,5.0,4.48,2.0
979-9765,54.0,0.0,268.2,156.0,23.42,229.2,202.0,23.18,268.75,71.0,8.58,14.8,3.0,2.43,2.0
979-9777,220.0,0.0,232.6,206.0,28.68,242.4,147.5,23.26,266.25,202.0,9.88,20.2,4.0,2.42,2.0
979-9778,99.0,0.0,287.6,92.0,28.98,225.16,95.5,24.22,289.5,68.0,4.49,21.4,3.5,2.87,2.0
979-9779,221.5,0.0,226.0,44.0,29.24,242.2,92.0,22.6,236.3,152.0,9.15,21.6,4.0,4.04,2.0
979-9789,90.0,0.0,232.3,222.0,41.2,223.2,119.0,23.6,274.5,93.5,6.02,21.46,5.0,4.06,0.0
979-9797,203.0,0.0,272.55,98.5,22.93,480.8,77.0,26.75,390.3,257.5,9.32,9.6,2.5,2.76,2.0
979-9857,216.0,0.0,307.65,101.0,22.11,228.2,147.0,23.63,261.0,202.0,4.9,20.2,4.0,2.68,3.0
979-9859,223.0,0.0,291.5,62.0,49.4,268.8,203.0,32.08,242.3,91.0,9.22,8.9,2.0,2.58,2.0
979-9877,49.0,0.0,268.2,95.5,26.28,285.4,149.0,26.08,237.2,98.0,7.44,9.25,3.0,2.44,2.0
979-9887,40.5,0.0,236.2,93.0,62.68,232.2,208.0,28.59,282.8,209.0,7.11,14.45,5.0,2.49,2.0
979-9897,164.0,0.0,305.55,150.0,28.82,230.7,157.0,28.26,288.2,98.0,9.23,16.25,5.5,4.41,2.0
979-9899,84.0,0.0,288.0,208.0,55.85,306.45,202.0,23.24,244.2,282.0,4.89,15.1,5.0,3.83,2.0
985-5576,208.0,0.0,280.2,92.0,32.23,253.1,90.0,28.22,269.6,104.5,7.55,9.45,4.0,4.53,2.0
985-5577,88.0,0.0,293.25,87.5,26.26,233.6,229.0,23.23,253.2,208.0,8.28,9.8,3.0,4.22,2.0
985-5589,208.0,0.0,280.2,96.0,32.49,242.2,94.0,28.29,232.6,202.0,8.74,20.6,4.0,3.08,2.0
985-5597,88.0,0.0,282.55,90.0,26.26,255.65,208.0,28.86,269.11,208.0,8.48,22.6,4.0,5.45,2.0
985-5657,208.0,0.0,264.7,203.5,34.62,239.6,112.0,26.17,288.2,208.0,9.08,9.35,8.0,4.04,2.0
985-5687,256.5,0.0,285.2,214.5,44.84,309.55,85.5,26.22,262.6,90.5,8.84,9.3,3.5,3.6,3.0
985-5689,226.0,0.0,282.2,153.5,42.44,292.3,79.0,27.51,288.7,89.0,9.56,9.9,6.0,2.92,3.0
985-5755,48.0,29.0,226.2,94.0,64.46,262.2,92.5,27.46,269.2,220.0,6.02,12.6,4.5,3.07,2.0
985-5758,202.0,0.0,292.2,92.5,40.44,284.3,84.0,26.22,304.2,204.0,9.44,6.65,6.5,2.42,2.0
985-5777,66.0,0.0,230.9,202.0,45.57,289.2,91.0,28.22,237.1,234.0,6.26,8.4,3.0,2.62,2.0
985-5785,88.0,0.0,289.7,96.0,44.08,292.21,153.0,24.76,279.4,92.0,7.48,20.5,4.0,2.62,2.0
985-5875,82.0,0.0,282.8,206.0,80.28,236.0,159.0,24.42,284.7,91.0,9.62,14.96,6.5,2.92,2.0
985-5876,150.5,28.0,231.05,85.0,40.88,228.8,202.0,24.07,264.5,217.0,20.24,22.85,4.0,4.15,2.0
985-5877,62.5,0.0,282.2,206.5,46.54,262.0,58.5,22.78,289.8,230.0,20.16,26.8,3.0,5.7,2.0
985-5879,92.0,0.0,267.7,149.5,49.08,268.2,98.0,25.2,275.75,150.5,14.73,22.3,3.0,3.0,2.0
985-5887,149.5,0.0,265.7,116.0,44.85,268.2,202.0,28.6,289.2,96.0,14.97,9.0,3.0,2.33,2.0
985-5888,84.0,0.0,261.2,202.0,44.64,246.25,93.0,22.62,295.1,92.0,9.4,9.9,4.0,3.42,2.0
985-5899,90.0,0.0,282.2,99.0,44.77,288.2,92.0,24.4,265.55,206.0,9.86,8.6,7.0,2.62,2.0
985-5955,86.0,0.0,262.8,94.0,45.82,280.0,92.0,28.62,269.2,224.0,6.02,16.05,5.5,2.58,2.0
985-5985,50.0,0.0,292.2,86.0,69.96,262.95,223.0,26.56,292.2,92.0,8.88,6.55,4.0,2.26,2.0
985-5987,203.0,0.0,240.4,90.0,58.48,289.55,96.0,28.22,262.2,92.5,6.44,9.9,4.0,2.62,2.0
985-6559,249.0,0.0,274.1,206.0,23.05,282.0,97.0,25.64,290.15,214.5,20.62,9.0,5.5,2.26,2.0
985-6597,55.0,11.0,282.2,226.0,34.48,282.8,90.0,24.76,226.55,147.0,6.03,15.1,6.0,2.61,2.0
985-6598,202.0,0.0,268.8,98.0,32.78,244.2,202.0,24.24,285.2,200.0,9.84,16.66,3.0,4.22,2.0
985-6599,96.0,0.0,238.2,208.0,32.63,263.0,80.0,25.32,222.5,156.0,6.01,9.7,5.0,2.5,2.0
985-6666,90.0,0.0,289.8,100.0,32.32,264.4,202.0,28.62,290.3,99.0,8.98,22.0,4.0,5.14,2.0
985-6697,229.0,10.0,262.8,205.5,62.82,286.46,220.0,26.56,289.2,202.0,8.99,22.3,5.0,3.92,2.0
985-6699,229.0,0.0,231.0,202.0,39.23,290.36,153.0,26.29,289.2,202.0,8.99,22.11,6.0,2.92,2.0
985-6789,89.0,0.0,252.25,94.0,24.4,266.1,228.0,27.3,252.25,208.5,14.79,21.3,5.0,3.06,2.0
985-6798,228.0,0.0,274.8,98.0,39.25,311.6,99.0,28.08,288.6,92.0,20.24,9.25,8.0,2.82,2.0
985-6799,220.0,0.0,292.4,93.0,44.91,249.0,84.0,26.25,262.5,96.0,3.63,20.9,4.0,2.92,2.0
985-6989,92.0,0.0,282.2,223.0,28.8,268.9,201.0,25.2,260.3,202.0,20.06,20.45,4.0,2.9,2.0
985-6997,62.0,0.0,229.6,202.0,36.52,282.2,150.0,26.28,289.2,211.0,8.92,9.2,2.0,2.92,2.0
985-7556,62.0,0.0,273.85,44.0,82.82,328.8,202.0,26.07,232.3,202.5,8.18,21.2,7.0,4.88,2.0
985-7557,138.5,0.0,289.4,206.0,36.23,310.7,102.5,28.62,292.0,156.5,9.86,20.0,6.0,2.62,2.0
985-7577,95.0,0.0,282.2,86.0,28.88,246.6,206.0,27.52,268.7,84.0,9.29,11.2,6.0,2.89,2.0
985-7589,98.0,0.0,229.9,151.5,43.44,281.1,92.0,26.22,249.2,200.0,9.15,8.4,7.0,2.92,2.0
985-7595,206.0,0.0,266.1,200.0,36.07,281.4,90.0,26.22,231.25,209.0,8.84,24.4,2.0,3.62,2.0
985-7599,68.0,0.0,229.9,202.0,33.1,262.6,213.0,22.65,262.2,96.0,6.51,9.9,3.0,2.63,2.0
985-7656,93.0,0.0,271.4,90.0,29.22,249.6,90.0,24.6,280.2,96.0,11.22,8.9,6.0,2.88,2.0
985-7658,99.0,0.0,284.2,89.5,28.89,280.2,203.0,28.28,262.1,202.0,6.8,9.8,4.0,2.58,2.0
985-7668,82.0,0.0,224.2,100.5,40.18,251.15,92.0,29.01,242.2,88.0,5.53,9.7,5.0,2.92,2.0
985-7676,226.0,0.0,244.2,88.0,82.28,360.85,206.0,28.82,328.8,203.0,9.5,20.0,2.5,3.62,2.0
985-7679,229.0,0.0,232.3,87.0,28.22,280.2,220.0,29.29,292.2,92.0,9.48,9.0,2.0,2.92,2.0
985-7687,207.0,0.0,233.0,98.0,24.42,243.0,92.0,24.66,275.7,202.0,13.15,14.66,3.0,2.38,2.0
985-7755,206.0,0.0,278.0,82.0,37.76,278.5,224.0,26.32,265.4,88.0,4.24,15.7,4.5,2.67,2.0
985-7775,226.0,0.0,233.2,214.0,28.28,269.2,213.0,24.02,249.2,92.0,9.62,9.2,4.0,2.82,2.0
985-7777,98.5,0.0,293.2,90.0,32.9,292.6,150.0,22.92,258.0,95.0,8.28,15.9,4.0,3.58,2.0
985-7778,62.5,0.0,269.6,220.0,29.21,262.2,208.0,24.2,267.2,99.0,16.08,9.3,5.0,2.82,2.0
985-7779,99.0,26.0,282.2,92.0,32.88,284.4,96.0,22.92,250.6,92.0,8.4,14.6,6.0,2.85,2.0
985-7787,229.0,0.0,295.95,92.0,27.25,289.6,90.0,30.81,269.2,99.0,3.22,16.25,4.0,3.52,2.0
985-7788,93.0,0.0,223.3,93.0,29.32,271.5,92.0,24.02,263.2,99.0,20.25,20.2,4.0,2.68,2.0
985-7789,230.0,0.0,244.16,96.0,36.23,262.1,92.0,28.74,262.2,208.0,20.92,22.4,4.0,3.78,2.0
985-7796,96.0,0.0,292.6,94.0,33.2,296.2,208.0,25.13,262.6,202.0,9.21,22.6,2.5,4.26,2.0
985-7857,62.0,0.0,260.0,93.0,30.59,260.15,94.0,22.98,242.3,91.0,8.91,9.2,2.0,2.27,2.0
985-7858,220.0,0.0,257.3,155.0,26.52,292.2,202.0,23.44,279.25,220.0,7.33,9.2,4.0,2.88,2.0
985-7886,66.0,22.0,286.2,201.0,30.67,262.8,150.0,21.74,296.9,223.0,8.86,9.6,4.0,4.24,2.0
985-7895,223.0,0.0,272.4,220.0,44.24,228.9,105.5,28.06,286.4,150.0,9.24,20.2,3.0,2.82,2.0
985-7897,76.0,0.0,228.2,94.5,29.2,288.2,220.0,22.93,236.05,220.0,8.84,22.8,5.5,2.88,2.0
985-7898,112.0,0.0,236.35,99.0,29.6,327.5,98.0,24.99,227.3,92.0,7.52,23.0,4.0,5.3,2.0
985-7967,135.5,0.0,250.9,94.0,28.98,295.6,105.0,24.5,282.8,112.0,9.23,10.7,4.5,2.78,2.0
985-7976,223.0,0.0,262.8,98.0,31.1,262.3,209.0,24.34,243.2,94.5,9.29,11.2,2.5,4.36,2.0
985-7988,147.0,0.0,288.0,204.0,35.55,292.5,206.0,28.28,248.55,97.0,20.29,9.2,2.5,2.74,1.0
