Phone Number,Churn,Account Length,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,VMail Message,CustServ Calls,total_mins,total_calls,avg_mins_per_call,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,intl_call_rate,intl_charge_per_min,vmail_usage_rate,calls_per_day,peak_period_share,usage_time_std,dominant_usage_period,total_charge,charge_per_min
796-7795,1,145,259.9,200,51.32,322.0,152,28.28,289.8,94,9.41,20.2,4,4.89,0,2,871.7,446,1.9545,0.2982,0.3694,0.3325,0.0232,0.009,0.2421,0.0,3.0759,0.3694,31.0571,Evening,93.9,0.1077
796-7868,0,220,285.7,213,40.42,227.8,96,28.53,262.8,95,20.22,7.7,4,4.45,0,2,776.3,404,1.9215,0.368,0.2934,0.3385,0.0099,0.0099,0.5779,0.0,1.8364,0.368,29.16,Day,93.62,0.1206
796-7888,1,228,233.7,204,37.09,227.15,211,28.8,261.1,206,9.6,22.3,5,3.22,0,2,721.95,621,1.1626,0.3237,0.3146,0.3617,0.0309,0.0081,0.1444,0.0,2.7237,0.3617,18.0105,Night,78.71,0.109
796-7895,1,63,292.2,86,32.08,234.35,166,26.53,282.2,99,7.83,20.2,4,4.48,0,1,808.75,351,2.3041,0.3613,0.2898,0.3489,0.025,0.0114,0.2218,0.0,5.5714,0.3613,30.9199,Day,70.92,0.0877
796-7897,0,54,232.9,91,41.03,273.1,200,24.64,277.75,147,7.42,10.5,5,2.24,0,2,783.75,438,1.7894,0.2972,0.3485,0.3544,0.0134,0.0114,0.2133,0.0,8.1111,0.3544,24.6617,Night,75.33,0.0961
796-7899,0,65,234.2,89,30.72,272.8,200,22.78,282.2,200,8.84,10.5,7,2.26,0,2,789.2,489,1.6139,0.2968,0.3457,0.3576,0.0133,0.0143,0.2152,0.0,7.5231,0.3576,25.4372,Night,64.6,0.0819
796-7995,1,62,229.9,211,32.28,282.0,98,28.22,263.3,91,9.91,15.8,6,4.89,0,2,775.2,400,1.938,0.2966,0.3638,0.3397,0.0204,0.015,0.3095,0.0,6.4516,0.3638,26.3934,Evening,75.3,0.0971
796-8565,0,202,226.2,92,32.18,279.35,92,29.12,228.2,64,8.35,8.6,3,2.82,11,2,733.75,248,2.9587,0.3083,0.3807,0.311,0.0117,0.0121,0.3279,0.0444,1.2277,0.3807,30.1254,Evening,72.47,0.0988
796-8587,1,99,260.8,92,28.82,202.0,160,22.69,292.45,209,20.86,8.9,3,4.48,0,3,755.25,461,1.6383,0.3453,0.2675,0.3872,0.0118,0.0065,0.5034,0.0,4.6566,0.3872,45.8991,Night,76.85,0.1018
796-8589,1,202,261.5,92,28.72,220.2,89,24.11,271.4,209,9.22,20.2,2,4.46,0,2,753.1,390,1.931,0.3472,0.2924,0.3604,0.0268,0.0051,0.2208,0.0,1.9307,0.3604,27.1574,Night,66.51,0.0883
796-8665,1,88,282.9,94,24.69,282.2,148,26.6,262.2,98,9.82,20.0,2,3.99,0,2,827.3,340,2.4332,0.342,0.3411,0.3169,0.0242,0.0059,0.1995,0.0,3.8636,0.342,11.7543,Day,65.1,0.0787
796-8765,1,202,226.8,145,44.32,299.3,90,24.24,226.0,202,9.88,9.3,6,2.92,0,2,752.1,437,1.7211,0.3016,0.398,0.3005,0.0124,0.0137,0.314,0.0,2.1634,0.398,42.0907,Evening,81.36,0.1082
796-8768,0,226,234.2,149,42.42,262.0,105,22.66,281.5,99,9.92,8.2,6,2.9,0,2,777.7,353,2.2031,0.3011,0.3369,0.362,0.0105,0.017,0.3537,0.0,1.5619,0.362,23.7711,Night,77.9,0.1002
796-8775,1,94,227.15,78,46.64,229.16,86,25.12,293.3,152,8.53,22.3,5,3.07,0,3,749.61,316,2.3722,0.303,0.3057,0.3913,0.0297,0.0158,0.1377,0.0,3.3617,0.3913,37.6249,Night,83.36,0.1112
796-8867,0,64,289.8,99,32.28,268.9,90,27.27,280.8,96,9.26,23.9,6,4.7,0,2,839.5,285,2.9456,0.3452,0.3203,0.3345,0.0285,0.0211,0.1967,0.0,4.4531,0.3452,10.4835,Day,73.51,0.0876
796-8988,1,154,247.45,116,28.28,244.75,88,23.22,285.2,202,6.82,20.6,3,4.32,0,2,777.4,406,1.9148,0.3183,0.3148,0.3669,0.0265,0.0074,0.2097,0.0,2.6364,0.3669,22.6147,Night,62.64,0.0806
796-8995,1,220,228.6,89,65.65,229.2,85,26.62,292.0,75,8.25,20.4,4,2.92,0,2,749.8,249,3.0112,0.3049,0.3057,0.3894,0.0272,0.0161,0.1431,0.0,1.1318,0.3894,36.432,Night,103.44,0.138
796-9559,1,93,272.6,200,41.61,295.55,209,26.52,282.8,209,5.65,6.8,4,2.82,0,2,850.95,618,1.3769,0.3203,0.3473,0.3323,0.008,0.0065,0.4147,0.0,6.6452,0.3473,11.4986,Evening,76.6,0.09
796-9576,0,215,257.45,202,32.32,222.55,65,21.15,288.2,88,7.22,20.9,5,2.92,0,2,768.2,355,2.1639,0.3351,0.2897,0.3752,0.0272,0.0141,0.1397,0.0,1.6512,0.3752,32.8469,Night,63.61,0.0828
796-9578,0,83,262.8,84,47.39,310.4,91,28.44,292.5,92,8.63,20.8,8,2.92,0,1,865.7,267,3.2423,0.3036,0.3586,0.3379,0.024,0.03,0.1404,0.0,3.2169,0.3586,24.0425,Evening,87.38,0.1009
796-9579,1,86,282.5,88,32.26,288.75,91,27.26,292.8,86,9.23,22.45,4,5.19,0,2,864.05,265,3.2606,0.3269,0.3342,0.3389,0.026,0.0151,0.2312,0.0,3.0814,0.3389,5.189,Night,73.94,0.0856
796-9596,0,230,223.2,204,29.29,224.2,99,22.93,266.2,93,5.11,20.4,4,2.92,0,2,713.6,396,1.802,0.3128,0.3142,0.373,0.0286,0.0101,0.1431,0.0,1.7217,0.373,24.5425,Night,60.25,0.0844
796-9656,1,202,272.4,202,44.24,236.3,204,28.22,280.8,93,14.88,8.7,4,2.42,0,2,789.5,499,1.5822,0.345,0.2993,0.3557,0.011,0.008,0.2782,0.0,2.4703,0.3557,23.6433,Night,89.76,0.1137
796-9659,1,94,280.2,202,28.82,285.75,98,24.02,231.2,98,9.29,9.25,2,2.82,0,2,797.15,398,2.0029,0.3515,0.3585,0.29,0.0116,0.005,0.3049,0.0,4.234,0.3585,30.0208,Evening,64.95,0.0815
796-9698,0,88,245.2,92,26.38,243.4,96,26.64,241.7,94,11.22,9.8,7,2.82,0,2,730.3,282,2.5897,0.3358,0.3333,0.331,0.0134,0.0248,0.2878,0.0,3.2045,0.3358,1.7502,Day,67.06,0.0918
796-9768,1,94,282.2,98,32.89,260.8,206,28.65,242.4,75,8.6,11.6,6,2.3,0,3,785.4,379,2.0723,0.3593,0.3321,0.3086,0.0148,0.0158,0.1983,0.0,4.0319,0.3593,19.9188,Day,72.44,0.0922
796-9777,1,211,262.8,203,44.68,262.2,202,23.39,276.05,112,9.44,9.6,4,2.92,0,2,801.05,517,1.5494,0.3281,0.3273,0.3446,0.012,0.0077,0.3042,0.0,2.4502,0.3446,7.8288,Night,80.43,0.1004
796-9797,0,223,290.4,162,80.88,262.9,202,28.44,281.7,150,9.32,22.11,4,3.65,0,2,835.0,514,1.6245,0.3478,0.3149,0.3374,0.0265,0.0078,0.1651,0.0,2.3049,0.3478,14.0557,Day,122.29,0.1465
796-9799,0,82,272.85,202,42.34,262.2,220,30.57,292.2,203,10.58,9.4,4,2.92,0,2,827.25,625,1.3236,0.3298,0.317,0.3532,0.0114,0.0064,0.3106,0.0,7.622,0.3532,15.2088,Night,86.41,0.1045
796-9869,1,94,226.2,206,82.88,244.2,224,22.92,280.8,92,8.8,25.3,6,6.28,22,2,751.2,522,1.4391,0.3011,0.3251,0.3738,0.0337,0.0115,0.2482,0.0421,5.5532,0.3738,27.823,Night,120.88,0.1609
796-9888,1,208,228.2,202,38.06,235.2,116,28.8,268.2,202,9.92,22.6,6,3.9,0,2,731.6,520,1.4069,0.3119,0.3215,0.3666,0.0309,0.0115,0.1726,0.0,2.5,0.3666,21.362,Night,80.68,0.1103
796-9895,1,99,282.8,92,34.14,252.5,92,28.22,274.7,99,9.66,22.36,4,4.68,0,2,810.0,283,2.8622,0.3491,0.3117,0.3391,0.0276,0.0141,0.2093,0.0,2.8586,0.3491,15.6873,Day,76.7,0.0947
796-9965,1,202,291.0,205,32.32,262.8,224,25.21,285.85,96,20.12,20.0,2,4.35,0,2,839.65,525,1.5993,0.3466,0.313,0.3404,0.0238,0.0038,0.2175,0.0,2.599,0.3466,15.017,Day,82.0,0.0977
796-9968,0,93,262.9,96,32.92,292.0,90,28.26,282.2,93,20.32,8.6,3,2.81,0,2,837.1,279,3.0004,0.3141,0.3488,0.3371,0.0103,0.0108,0.3267,0.0,3.0,0.3488,14.8062,Evening,84.31,0.1007
796-9978,0,84,263.45,92,34.52,232.3,211,28.26,265.55,203,14.66,20.0,2,3.26,0,2,761.3,506,1.5045,0.3461,0.3051,0.3488,0.0263,0.004,0.163,0.0,6.0238,0.3488,18.6203,Night,80.7,0.106
796-9979,1,90,291.0,208,43.38,289.8,208,26.22,239.0,203,9.44,9.4,3,2.86,0,2,819.8,619,1.3244,0.355,0.3535,0.2915,0.0115,0.0048,0.3043,0.0,6.8778,0.355,29.6819,Day,81.9,0.0999
796-9986,1,94,229.2,202,28.86,260.11,203,28.71,268.0,77,14.65,22.0,4,2.92,28,2,757.31,482,1.5712,0.3027,0.3435,0.3539,0.0291,0.0083,0.1327,0.0581,5.1277,0.3539,20.5066,Night,75.14,0.0992
796-9989,1,226,269.21,228,28.82,289.25,92,26.6,292.15,96,6.9,20.2,6,3.55,0,2,850.61,416,2.0447,0.3165,0.3401,0.3435,0.0237,0.0144,0.1757,0.0,1.8407,0.3435,12.4917,Night,65.87,0.0774
796-9998,1,102,282.0,98,29.02,276.3,224,28.82,262.2,225,7.65,20.15,2,2.86,0,2,820.5,547,1.5,0.3437,0.3367,0.3196,0.0246,0.0037,0.1419,0.0,5.3627,0.3437,10.1926,Day,68.35,0.0833
796-9999,0,157,293.3,160,42.94,286.0,224,28.82,282.8,209,9.32,20.16,2,2.86,0,2,862.1,593,1.4538,0.3402,0.3317,0.328,0.0234,0.0034,0.1419,0.0,3.7771,0.3402,5.3818,Day,83.94,0.0974
797-5558,1,220,302.8,209,32.45,232.3,149,22.92,290.2,89,9.88,20.2,6,2.28,0,2,825.3,447,1.8463,0.3669,0.2815,0.3516,0.0245,0.0134,0.1129,0.0,2.0318,0.3669,37.5975,Day,67.53,0.0818
797-5559,0,160,282.0,94,23.26,247.9,202,28.08,289.2,202,7.91,8.9,8,2.96,0,2,819.1,498,1.6448,0.3443,0.3026,0.3531,0.0109,0.0161,0.3326,0.0,3.1125,0.3531,22.0618,Night,62.21,0.0759
797-5576,1,234,256.1,84,44.94,262.8,92,23.06,251.05,92,5.91,15.7,2,2.8,0,2,769.95,268,2.8729,0.3326,0.3413,0.3261,0.0204,0.0075,0.1783,0.0,1.1453,0.3413,5.8943,Evening,76.71,0.0996
797-5577,0,98,239.2,92,32.28,289.9,149,27.74,280.0,157,8.36,15.75,2,2.82,0,4,809.1,398,2.0329,0.2956,0.3583,0.3461,0.0195,0.005,0.179,0.0,4.0612,0.3583,26.8736,Evening,71.2,0.088
797-5579,0,150,249.2,150,62.28,262.0,222,23.69,273.75,96,20.22,23.2,3,5.27,0,1,784.95,468,1.6772,0.3175,0.3338,0.3487,0.0296,0.0064,0.2272,0.0,3.12,0.3487,12.2787,Night,111.46,0.142
797-5588,1,95,282.0,86,36.12,310.5,99,28.8,280.6,98,7.6,7.75,8,2.32,0,2,873.1,283,3.0852,0.323,0.3556,0.3214,0.0089,0.0283,0.2994,0.0,2.9789,0.3556,16.8732,Evening,74.84,0.0857
797-5589,0,108,282.5,206,28.45,282.8,202,28.21,292.2,90,16.06,7.6,4,3.43,12,2,857.5,498,1.7219,0.3294,0.3298,0.3408,0.0089,0.008,0.4513,0.0241,4.6111,0.3408,5.5157,Night,76.15,0.0888
797-5595,1,230,292.9,202,40.44,262.3,202,26.23,286.8,98,9.32,8.9,8,2.39,0,2,842.0,502,1.6773,0.3479,0.3115,0.3406,0.0106,0.0159,0.2685,0.0,2.1826,0.3479,16.1958,Day,78.38,0.0931
797-5597,1,74,293.2,94,43.59,254.1,202,22.66,288.2,200,9.18,10.55,5,2.72,0,2,835.5,496,1.6845,0.3509,0.3041,0.3449,0.0126,0.0101,0.2578,0.0,6.7027,0.3509,21.2784,Day,78.15,0.0935
797-5599,1,202,249.2,202,44.66,282.2,166,22.96,273.75,228,20.22,23.2,4,3.25,0,2,805.15,596,1.3509,0.3095,0.3505,0.34,0.0288,0.0067,0.1401,0.0,2.9505,0.3505,17.1421,Evening,91.09,0.1131
797-5679,0,82,290.2,88,32.33,262.45,224,28.32,290.65,216,8.27,22.9,6,4.24,0,2,843.3,528,1.5972,0.3441,0.3112,0.3447,0.0272,0.0114,0.1852,0.0,6.439,0.3447,16.1529,Night,73.16,0.0868
797-5685,0,229,290.2,86,42.42,232.3,232,23.96,232.3,88,9.24,9.8,3,3.04,0,2,754.8,406,1.8591,0.3845,0.3078,0.3078,0.013,0.0074,0.3102,0.0,1.7729,0.3845,33.4286,Day,78.66,0.1042
797-5687,0,202,242.2,157,32.32,292.55,203,24.2,291.4,150,9.33,14.6,7,3.07,0,2,826.15,510,1.6199,0.2932,0.3541,0.3527,0.0177,0.0137,0.2103,0.0,2.5248,0.3541,28.7434,Evening,68.92,0.0834
797-5689,1,202,282.2,211,26.26,280.2,88,22.82,229.2,93,9.21,20.1,8,2.92,0,2,791.6,392,2.0194,0.3565,0.354,0.2895,0.0254,0.0204,0.1453,0.0,1.9406,0.3565,30.0389,Day,61.21,0.0773
797-5758,1,90,265.8,208,27.21,275.7,83,29.4,288.9,94,9.32,6.8,2,3.39,0,2,830.4,385,2.1569,0.3201,0.332,0.3479,0.0082,0.0052,0.4985,0.0,4.2778,0.3479,11.5892,Night,69.32,0.0835
797-5759,1,88,240.0,98,44.86,249.3,203,26.43,262.2,92,9.32,9.25,4,2.89,11,2,751.5,393,1.9122,0.3194,0.3317,0.3489,0.0123,0.0102,0.3124,0.028,4.4659,0.3489,11.1485,Night,83.5,0.1111
797-5768,1,214,285.3,96,34.26,297.45,202,29.04,282.9,149,8.02,9.4,7,2.82,0,2,865.65,447,1.9366,0.3296,0.3436,0.3268,0.0109,0.0157,0.3,0.0,2.0888,0.3436,7.8005,Evening,74.14,0.0856
797-5775,1,102,228.1,98,66.16,292.8,223,25.45,262.2,214,22.03,20.4,6,3.92,23,2,783.1,535,1.4637,0.2913,0.3739,0.3348,0.0261,0.0112,0.1922,0.043,5.2451,0.3739,32.3658,Evening,117.56,0.1501
797-5777,1,150,244.2,209,42.44,235.6,202,28.28,256.4,70,9.23,8.7,2,3.3,0,2,736.2,481,1.5306,0.3317,0.32,0.3483,0.0118,0.0042,0.3793,0.0,3.2067,0.3483,10.4518,Night,83.25,0.1131
797-5778,0,208,229.2,93,42.4,286.2,84,28.08,231.1,229,8.06,6.85,5,4.24,0,2,746.5,406,1.8387,0.307,0.3834,0.3096,0.0092,0.0123,0.619,0.0,1.9519,0.3834,32.3744,Evening,82.78,0.1109
797-5779,0,90,242.3,150,42.33,286.0,92,24.28,228.8,99,9.03,9.2,4,3.77,0,2,757.1,341,2.2202,0.32,0.3778,0.3022,0.0122,0.0117,0.4098,0.0,3.7889,0.3778,29.8992,Evening,79.41,0.1049
797-5785,1,208,229.2,92,42.04,234.2,98,24.49,243.0,98,10.22,11.2,4,4.24,0,2,706.4,288,2.4528,0.3245,0.3315,0.344,0.0159,0.0139,0.3786,0.0,1.3846,0.344,6.9867,Night,80.99,0.1147
797-5787,1,98,220.9,98,29.92,288.2,222,26.24,232.75,60,15.12,20.2,2,2.33,0,0,741.85,380,1.9522,0.2978,0.3885,0.3137,0.0272,0.0053,0.1153,0.0,3.8776,0.3885,35.9268,Evening,73.61,0.0992
797-5789,1,86,244.0,104,50.37,253.55,222,23.32,282.8,112,20.36,22.06,4,4.14,0,2,780.35,438,1.7816,0.3127,0.3249,0.3624,0.0283,0.0091,0.1877,0.0,5.093,0.3624,20.2164,Night,98.19,0.1258
797-5795,1,228,243.2,202,29.22,277.4,150,29.48,292.2,89,8.66,20.11,3,2.92,0,2,812.8,441,1.8431,0.2992,0.3413,0.3595,0.0247,0.0068,0.1452,0.0,1.9342,0.3595,25.1319,Night,70.28,0.0865
797-5797,1,224,236.2,92,29.88,275.2,94,28.98,263.45,209,9.49,21.35,4,4.54,0,2,774.85,395,1.9616,0.3048,0.3552,0.34,0.0276,0.0101,0.2126,0.0,1.7634,0.3552,20.0068,Evening,72.89,0.0941
797-5799,0,88,231.0,149,28.11,272.8,92,27.41,260.5,157,6.62,8.8,4,4.38,14,2,764.3,398,1.9204,0.3022,0.3569,0.3408,0.0115,0.0101,0.4977,0.0352,4.5227,0.3569,21.4817,Evening,66.52,0.087
797-5855,1,39,247.95,213,83.67,326.2,84,28.89,282.2,89,15.12,9.2,6,4.08,0,2,856.35,386,2.2185,0.2895,0.3809,0.3295,0.0107,0.0155,0.4435,0.0,9.8974,0.3809,39.2261,Evening,131.76,0.1539
797-5867,0,92,282.2,214,48.49,262.8,98,28.98,282.5,93,7.45,20.9,2,2.92,0,2,827.5,405,2.0432,0.341,0.3176,0.3414,0.0253,0.0049,0.1397,0.0,4.4022,0.3414,11.2882,Night,87.84,0.1062
797-5868,1,202,237.8,202,31.06,262.6,98,28.82,289.0,204,8.44,20.4,4,2.63,0,2,789.4,504,1.5663,0.3012,0.3327,0.3661,0.0258,0.0079,0.1289,0.0,2.495,0.3661,25.6042,Night,70.95,0.0899
797-5875,1,42,393.4,149,32.02,263.4,200,29.2,262.7,144,9.84,9.9,2,2.49,0,2,919.5,493,1.8651,0.4278,0.2865,0.2857,0.0108,0.0041,0.2515,0.0,11.7381,0.4278,75.2584,Day,73.55,0.08
797-5876,1,223,255.1,218,22.44,229.2,93,23.39,262.1,208,20.62,14.7,4,2.53,0,2,746.4,519,1.4382,0.3418,0.3071,0.3512,0.0197,0.0077,0.1721,0.0,2.3274,0.3512,17.3312,Night,68.98,0.0924
797-5877,1,44,269.2,206,28.8,292.2,96,26.22,273.05,223,21.41,8.6,4,4.27,0,2,834.45,525,1.5894,0.3226,0.3502,0.3272,0.0103,0.0076,0.4965,0.0,11.9318,0.3502,12.319,Evening,80.7,0.0967
797-5878,1,220,282.2,203,30.26,247.1,92,25.52,220.6,112,9.95,20.9,8,4.12,0,2,749.9,407,1.8425,0.3763,0.3295,0.2942,0.0279,0.0197,0.1971,0.0,1.85,0.3763,30.8999,Day,69.85,0.0931
797-5885,1,224,228.8,98,50.58,242.2,96,22.1,265.85,201,9.26,15.15,8,2.82,0,4,736.85,395,1.8654,0.3105,0.3287,0.3608,0.0206,0.0203,0.1861,0.0,1.7634,0.3608,18.7598,Night,84.76,0.115
797-5895,1,74,286.2,98,45.44,282.8,150,24.32,271.9,92,9.92,9.9,6,2.5,0,2,840.9,340,2.4732,0.3403,0.3363,0.3233,0.0118,0.0176,0.2525,0.0,4.5946,0.3403,7.4706,Day,82.18,0.0977
797-5896,1,89,268.0,207,33.96,275.4,89,28.26,288.2,206,20.28,20.5,3,2.82,0,2,831.6,502,1.6566,0.3223,0.3312,0.3466,0.0247,0.006,0.1376,0.0,5.6404,0.3466,10.2196,Night,85.32,0.1026
797-5897,1,202,282.4,96,42.44,290.2,200,29.22,282.9,202,9.49,21.5,4,3.63,0,2,855.5,498,1.7179,0.3301,0.3392,0.3307,0.0251,0.008,0.1688,0.0,2.4653,0.3392,4.3662,Evening,84.78,0.0991
797-5957,1,214,233.9,223,29.63,243.2,202,23.1,262.9,80,15.68,20.2,2,2.84,0,2,740.0,505,1.4653,0.3161,0.3286,0.3553,0.0273,0.004,0.1406,0.0,2.3598,0.3553,14.8075,Night,71.25,0.0963
797-5959,1,206,282.6,99,32.32,262.8,208,29.22,282.55,98,9.49,20.2,6,2.55,0,2,827.95,405,2.0443,0.3413,0.3174,0.3413,0.0244,0.0148,0.1262,0.0,1.966,0.3413,11.4171,Day,73.58,0.0889
797-5965,1,223,280.8,92,37.64,298.9,88,28.29,286.8,202,9.02,22.0,2,3.23,32,2,866.5,382,2.2683,0.3241,0.345,0.331,0.0254,0.0052,0.1468,0.0838,1.713,0.345,9.2197,Evening,78.18,0.0902
797-5977,1,70,239.9,154,40.46,272.3,98,29.63,291.7,148,20.7,7.65,6,2.68,0,2,803.9,400,2.0098,0.2984,0.3387,0.3629,0.0095,0.015,0.3503,0.0,5.7143,0.3629,26.1705,Night,93.47,0.1163
797-5995,0,88,282.5,98,38.86,274.7,100,28.89,224.2,150,9.66,20.8,5,3.67,0,2,781.4,348,2.2454,0.3615,0.3515,0.2869,0.0266,0.0144,0.1764,0.0,3.9545,0.3615,31.6491,Day,81.08,0.1038
797-5997,0,98,261.05,226,28.92,287.1,202,29.16,282.6,90,8.22,20.9,2,3.9,22,2,830.75,518,1.6038,0.3142,0.3456,0.3402,0.0252,0.0039,0.1866,0.0425,5.2857,0.3456,13.9239,Evening,70.2,0.0845
797-5999,1,102,293.55,96,32.02,272.3,151,28.82,291.7,94,15.57,9.25,4,2.75,0,2,857.55,341,2.5148,0.3423,0.3175,0.3402,0.0108,0.0117,0.2973,0.0,3.3431,0.3423,11.771,Day,79.16,0.0923
797-6555,1,112,224.7,92,27.66,229.9,160,28.56,288.2,99,8.84,21.3,3,4.42,0,2,742.8,351,2.1162,0.3025,0.3095,0.388,0.0287,0.0085,0.2075,0.0,3.1339,0.388,35.2566,Night,69.48,0.0935
797-6558,0,92,232.7,98,45.43,234.0,92,23.23,294.2,164,9.25,6.6,3,2.28,0,2,760.9,354,2.1494,0.3058,0.3075,0.3866,0.0087,0.0085,0.3455,0.0,3.8478,0.3866,35.1378,Night,80.19,0.1054
797-6568,1,98,242.2,208,36.02,229.15,160,24.28,255.1,206,14.73,22.4,7,6.26,21,2,726.45,574,1.2656,0.3334,0.3154,0.3512,0.0308,0.0122,0.2795,0.0366,5.8571,0.3512,12.9751,Night,81.29,0.1119
797-6595,1,233,285.2,38,30.52,282.0,98,26.2,246.45,112,8.87,20.2,3,3.62,0,2,813.65,248,3.2808,0.3505,0.3466,0.3029,0.0248,0.0121,0.1792,0.0,1.0644,0.3505,21.5082,Day,69.21,0.0851
797-6687,0,91,245.05,98,48.48,233.2,90,22.38,262.3,103,15.84,8.8,4,2.9,0,2,740.55,291,2.5448,0.3309,0.3149,0.3542,0.0119,0.0137,0.3295,0.0,3.1978,0.3542,14.6333,Night,89.6,0.121
797-6697,0,89,282.0,82,48.48,262.2,99,22.8,292.6,150,9.22,10.3,6,2.28,0,2,836.8,331,2.5281,0.337,0.3133,0.3497,0.0123,0.0181,0.2214,0.0,3.7191,0.3497,15.4303,Night,82.78,0.0989
797-6769,0,148,280.8,203,42.33,282.8,208,22.92,260.2,88,8.44,22.3,8,4.22,0,2,823.8,499,1.6509,0.3409,0.3433,0.3159,0.0271,0.016,0.1892,0.0,3.3716,0.3433,12.5108,Evening,77.91,0.0946
797-6776,1,99,269.2,94,28.28,242.8,208,29.22,262.8,98,6.94,20.4,3,2.32,0,2,774.8,400,1.937,0.3474,0.3134,0.3392,0.0263,0.0075,0.1137,0.0,4.0404,0.3474,13.7715,Day,66.76,0.0862
797-6777,1,202,234.6,106,26.92,266.0,116,26.11,232.3,114,9.46,8.0,5,2.82,0,2,732.9,336,2.1813,0.3201,0.3629,0.317,0.0109,0.0149,0.3525,0.0,1.6634,0.3629,18.8279,Evening,65.31,0.0891
797-6779,1,84,266.2,92,28.82,232.2,154,29.06,262.9,93,9.35,22.8,5,4.22,0,2,761.3,339,2.2457,0.3497,0.305,0.3453,0.0299,0.0147,0.1851,0.0,4.0357,0.3497,18.75,Day,71.45,0.0939
797-6789,1,90,252.05,112,32.88,285.4,203,28.28,268.2,96,7.44,9.3,4,2.92,0,2,805.65,411,1.9602,0.3129,0.3542,0.3329,0.0115,0.0097,0.314,0.0,4.5667,0.3542,16.6778,Evening,71.52,0.0888
797-6797,1,98,289.5,216,48.64,251.55,202,26.32,280.2,105,9.29,20.9,4,3.2,0,2,821.25,523,1.5703,0.3525,0.3063,0.3412,0.0254,0.0076,0.1531,0.0,5.3367,0.3525,19.7801,Day,87.45,0.1065
797-6799,0,144,274.5,93,28.64,282.2,95,20.62,262.7,96,20.07,9.9,3,4.04,0,2,819.4,284,2.8852,0.335,0.3444,0.3206,0.0121,0.0106,0.4081,0.0,1.9722,0.3444,9.8216,Evening,73.37,0.0895
797-6857,0,92,236.55,92,49.24,282.9,202,26.28,282.8,202,11.22,9.2,7,4.12,0,2,802.25,496,1.6174,0.2949,0.3526,0.3525,0.0115,0.0141,0.4478,0.0,5.3913,0.3526,26.7314,Evening,90.86,0.1133
797-6869,0,223,288.55,204,32.32,226.6,202,24.68,236.1,150,9.62,22.11,4,2.92,0,2,751.25,556,1.3512,0.3841,0.3016,0.3143,0.0294,0.0072,0.1321,0.0,2.4933,0.3841,33.3643,Day,69.54,0.0926
797-6875,0,99,237.4,202,34.66,282.8,99,27.41,259.0,222,8.82,9.8,4,2.92,0,2,779.2,523,1.4899,0.3047,0.3629,0.3324,0.0126,0.0076,0.298,0.0,5.2828,0.3629,22.7089,Evening,73.81,0.0947
797-6895,0,99,280.6,211,44.66,310.0,92,28.68,259.05,214,8.82,9.8,6,3.1,0,2,849.65,517,1.6434,0.3303,0.3649,0.3049,0.0115,0.0116,0.3163,0.0,5.2222,0.3649,25.5756,Evening,85.26,0.1003
797-6898,1,83,292.2,88,32.56,282.2,98,28.29,256.2,97,9.23,22.11,4,4.22,0,1,830.6,283,2.935,0.3518,0.3398,0.3085,0.0266,0.0141,0.1909,0.0,3.4096,0.3518,18.5831,Day,74.3,0.0895
797-6955,0,200,262.0,224,48.44,280.9,232,29.68,249.4,145,9.33,22.6,2,4.32,0,2,792.3,601,1.3183,0.3307,0.3545,0.3148,0.0285,0.0033,0.1912,0.0,3.005,0.3545,15.8547,Evening,91.77,0.1158
797-6969,0,60,284.9,98,32.62,286.05,208,22.87,287.2,82,6.48,22.3,8,4.97,0,2,858.15,388,2.2117,0.332,0.3333,0.3347,0.026,0.0206,0.2229,0.0,6.4667,0.3347,1.15,Night,66.94,0.078
797-6975,1,223,251.2,96,44.64,244.66,206,28.75,286.85,202,9.88,25.75,4,6.99,0,2,782.71,504,1.553,0.3209,0.3126,0.3665,0.0329,0.0079,0.2715,0.0,2.2601,0.3665,22.7072,Night,90.26,0.1153
797-6989,0,202,246.0,98,42.4,280.8,218,28.28,257.3,92,8.2,9.4,2,2.82,0,2,784.1,408,1.9218,0.3137,0.3581,0.3281,0.012,0.0049,0.3,0.0,2.0198,0.3581,17.7528,Evening,81.7,0.1042
797-6998,1,66,286.6,223,47.19,268.2,98,29.17,262.6,143,9.88,9.2,4,2.9,0,2,817.4,464,1.7616,0.3506,0.3281,0.3213,0.0113,0.0086,0.3152,0.0,7.0303,0.3506,12.556,Day,89.14,0.1091
797-6999,1,90,294.9,233,28.02,262.9,203,28.86,359.25,94,8.36,24.2,4,3.39,0,2,917.05,530,1.7303,0.3216,0.2867,0.3917,0.0264,0.0075,0.1401,0.0,5.8889,0.3917,49.0718,Night,68.63,0.0748
797-7555,1,92,228.55,200,37.92,285.1,211,29.22,279.65,200,2.66,20.2,3,3.22,0,2,793.3,611,1.2984,0.2881,0.3594,0.3525,0.0255,0.0049,0.1594,0.0,6.6413,0.3594,31.1951,Evening,73.02,0.092
